0,1,가계부,household account book
1,2,가구점,furniture store
2,3,가까이,near
3,4,가꾸다,to cultivate
4,5,가난,poverty
5,6,가늘다,to be thin
6,7,가능,"possibility, potentiality"
7,8,가능성,possibility
8,9,가능하다,to be possible
9,10,가득,full
10,11,가라앉다,to sink
11,12,가렵다,to be itchy
12,13,가루비누,powder soap
13,14,가리다,to distinguish
14,15,가리키다,to indicate
15,16,가만히,motionlessly
16,17,가뭄,drought
17,18,가사,housework
18,19,가상,virtual
19,20,가스,gas
20,21,가습기,humidifier
21,22,가입,entry
22,23,가전제품,home appliances
23,24,가정,family
24,25,가족적,being family-oriented
25,26,가축,livestock
26,27,가치,value
27,28,각각,"separately, each"
28,29,각자,each one
29,30,각종,various
30,31,간격,interval
31,32,간절히,eagerly
32,33,간접적,being indirect
33,34,간판,signboard
34,35,간호,nursing
35,36,갈다,to change
36,37,갈등,conflict
37,38,갈수록,more and more
38,39,갈아입다,to change clothes
39,40,감각,sense
40,41,감기다,to be twined
41,42,감독,director
42,43,감동적,moving (emotionally)
43,44,감상,appreciation
44,45,감소,reduction
45,46,감정,emotion
46,47,감탄,admiration
47,48,강물,river water
48,49,강변,riverside
49,50,강사,teacher
50,51,강수량,rain precipitation
51,52,강연,lecture
52,53,강우량,(the amount of) rainfall
53,54,강의,lecture
54,55,강의실,lecture hall
55,56,강조,emphasis
56,57,강하다,to be strong
57,58,갖추다,to prepare
58,59,갚다,"to return, to reward"
59,60,개강,start of course (lecture)
60,61,개구리,frog
61,62,개구쟁이,naughty child
62,63,개다,to clear up
63,64,개막식,opening ceremony
64,65,개발,development
65,66,개방,"opening, opening to the public"
66,67,개방적,being open
67,68,개선,improvement
68,69,개성,individuality
69,70,개성적,being characteristic
70,71,개인적,being personal
71,72,개최,hosting (an event)
72,73,객관적,being objective
73,74,객실,guest room
74,75,갸름하다,to be slim and long
75,76,걔,that person
76,77,거래,transaction
77,78,거미,spider
78,79,거북이,turtle
79,80,거스름돈,change
80,81,거절,rejection
81,82,거짓,lies
82,83,거치다,to go through
83,84,거품,bubble
84,85,걱정거리,worries
85,86,건강식,healthy diet
86,87,건강식품,healthy food
87,88,건너,across
88,89,건네다,"to hand over, to start (a conversation)"
89,90,건더기,solid ingredients of a soup
90,91,건망증,forgetfulness
91,92,건설,construction
92,93,건전지,batteries
93,94,건조,dry
94,95,건축,architecture
95,96,건축가,architect
96,97,걸레,rag
97,98,걸레질,mopping
98,99,걸음,steps
99,100,검다,black
100,101,검사,inspection
101,102,검색,search
102,103,검색어,search word
103,104,겁,fear
104,105,겉,"side, outside"
105,106,겉모습,appearance
106,107,게다가,"besides, in addition"
107,108,게시판,bulletin board
108,109,게으르다,to be lazy
109,110,게임기,game machine
110,111,겨우,"barely, finally"
111,112,격려,encouragement
112,113,겪다,"to experience, to go through"
113,114,견디다,to endure
114,115,결과적,being as a result
115,116,결국,after all
116,117,결론,conclusion
117,118,결말,end (of a story)
118,119,결석,absence
119,120,결승전,final game/round
120,121,결심,decision
121,122,결코,never
122,123,결혼기념일,wedding anniversary
123,124,결혼식장,wedding hall
124,125,겸손,humility
125,126,겹치다,overlap
126,127,경고,warning
127,128,경력,career
128,129,경비,security
129,130,경비원,security guard
130,131,경영,management
131,132,경영자,"executive, CEO"
132,133,경영학,business administration
133,134,경우,"case, circumstance"
134,135,경쟁,competition
135,136,경쟁력,competitiveness
136,137,경제,economy
137,138,경제력,economic power
138,139,경제적,being economic
139,140,경제학,economics
140,141,계산,"calculation, accounting"
141,142,계산대,cashier
142,143,계산서,"check, bill"
143,144,계약,contract
144,145,계약금,down payment
145,146,계약서,(written) contract
146,147,계좌,bank account
147,148,계층,hierarchy
148,149,계획성,planning
149,150,계획적,"being planned, as planned"
150,151,고개,"head, hill"
151,152,고객,"client, customer"
152,153,고구마,sweet potato
153,154,고궁,traditional Korean palace
154,155,고급,high grade
155,156,고래,whale
156,157,고마움,thankfulness
157,158,고무신,rubber shoes
158,159,고무줄,rubber band
159,160,고민,"worry, trouble"
160,161,고백,confession
161,162,고생,hardship
162,163,고소하다,to be nutty
163,164,고속,high speed
164,165,고속도로,highway
165,166,고아원,orphanage
166,167,고유하다,unique
167,168,고지서,notice
168,169,고집,persistence
169,170,고춧가루,pepper powder
170,171,고층,upper floors
171,172,고통,pain
172,173,곤란,difficulty
173,174,골고루,evenly
174,175,골목길,alley
175,176,골치가 아프다,to be annoying
176,177,곰,bear
177,178,곱슬머리,natural curly hair
178,179,곳곳,"here and there, everywhere"
179,180,공공요금,utility charges
180,181,공공장소,public place
181,182,공동,joint
182,183,공동생활,community life
183,184,공사,construction
184,185,공손하다,to be polite
185,186,공연장,performance hall
186,187,공장,factory
187,188,공주,princess
188,189,공통,common
189,190,공통점,common point
190,191,공포,fear
191,192,공해,pollution
192,193,과로,overwork
193,194,과목,(class) subject
194,195,과소비,waste (of use)
195,196,과속,speed violation
196,197,과식,overeating
197,198,과연,as expected
198,199,과외,tutor lesson
199,200,과음,excessive drinking
200,201,과장,manager
201,202,과장하다,to exaggerate
202,203,과정,process
203,204,과제,task
204,205,과학자,scientists
205,206,과학적,being scientific
206,207,관객,audience
207,208,관계없다,to be unrelated
208,209,관계자,the person concerned
209,210,관광,tourism
210,211,관광객,tourist
211,212,관광지,tourist attraction
212,213,관람,viewing
213,214,관람객,audience
214,215,관련,relation
215,216,관련성,relevance
216,217,관리,management
217,218,관리실,management room
218,219,관용어,idiom
219,220,관찰,observation
